[]
"['february', 'apparel', 'nikecraft transitions', 'february']"
"['february', 'anchored', 'long-time partners', 'jun takahashi', 'chitose abe', 'new collections', 'international design talent']"
"['february', 'nike', 'off-white training collection', 'february']"
"['january', 'chicago-inspired', 'jordan chicago collaborators', 'collection', 'february']"
"['january', 'new court', 'mexico', 'pigalle', ""'s founder"", 'fresh collection', 'nike', 'converse']"
"['december', 'mercurial', 'boot headlines', 'paris saint-germain', 'national team', 'paris']"
"['december', 'nike sb oski orange label collaboration', 'swoosh', 'shark design', 'december', 'local skate shops']"
"['december', 'limited-edition air', 'jordan', 'og', 'partnership ’ s', 'dior', '’ s']"
"['november', 'nike', 'jun takahashi', 'undercover', 'playful energy', 'winter doldrums']"
"['november', 'matthew m. williams', 'nike', 'cold-weather workouts']"
"['november', 'tyler', 'creator', '’ s', 'converse', 'new concept']"
"['november', 'nike', 'virgil abloh', '“ athlete', 'progress ” collection releases', 'november']"
"['october', 'cpfm', '’ s', 'nike', 'project marries', 'air force', 'powerful aesthetic sensibility', 'nike', 'uptempo']"
"['october', 'new air', 'jordan']"
"['october', 'rooted', 'hip-hop styles', '’ 90s subculture', 'york', 'collection unveils', 'classic footwear canvases', 'accessory pieces']"
"['october', 'release', 'travis scott', 'cactus jack', 'jordan vi', 'apparel collection']"
"['september', '’ 70s retro flare', 'individual rhythm']"
"['august', 'collection drops', 'september', 'new colorways', 'ldwaffle', 'blazer']"
"['july', 'new versions', 'nike kyrie', 'kyrie', 'low', 'tv show', 'spongebob squarepants']"
"['july', 'blazer', 'dunk', 'apparel pieces', 'dutch', 'artist launch', 'july']"
"['july', 'made', 'italy', 'mercurial', 'vapor/superfly', 'fury', 'black']"
"['june', 'nike', 'mmw free tr', 'sp', 'june', 'nikelab chicago re-creation', 'center c/o', 'virgil abloh', 'global release', 'june']"
"['may', 'designers reinforce']"
"['may', 'converse', 'takahiromiyashita thesoloist', 'capsule launches', 'may', 'converse.com']"
"['may', 'jordan vii', 'patta', '” relays', 'contemporary twist', '’ 92-era aesthetics']"
"['may', 'jun takahashi', 'undercover', '’ s distinct design sensibility', 'sportswear staples']"
"['may', 'nike', 'x sacai', 'ldwaffle', 'may', 'nike', 'x sacai', 'blazer mid', 'may']"
"['may', 'nike', 'cpfm vapormax', 'may']"
"['april', 'year ’ s', 'ajiv', 'scott', '’ s', 'aji', 'houston', 'texas']"
"['april', 'koché', 'feng chen wang', 'faith connexion', 'collaborative apparel assortment', 'mix-and-match styling']"
"['april', 'nike', 'ambush®', 'max', 'april', 'japan', 'april']"
"['april', 'nike', 'fear', 'god spsu19', 'collection launches', 'april']"
"['march', 'atmos', 'clot', 'heron preston', 'cactus', 'flea market', 'max']"
"['march', 'utilitarian vibe', 'nast', 'march']"
